Entry	yourlist:M2018111714483A1C7ED25EE8374758DF3FD545FD01369DP	Gene ontology IDs
Q06644	851902	GO:0004169; GO:0016021; GO:0031505; GO:0097582
P27344	852580	GO:0003887; GO:0006261; GO:0006272; GO:0008622; GO:0042276; GO:0046982; GO:0070868; GO:0090305; GO:0090399
P53969	855705	GO:0001401; GO:0005741; GO:0008320; GO:0031307; GO:0034622; GO:0045040; GO:0065003
Q12161	854102	GO:0000775; GO:0004842; GO:0005634; GO:0006511; GO:0046872
P36119	853893	GO:0003713; GO:0005634; GO:0008270; GO:0045893
P38696	856530	GO:0000132; GO:0003774; GO:0005200; GO:0005737; GO:0005869; GO:0005874; GO:0007097; GO:0016020; GO:0030286; GO:0031578
P21965	855409	GO:0000070; GO:0004674; GO:0004712; GO:0004857; GO:0005524; GO:0006303; GO:0006468; GO:0018105; GO:0030332; GO:0030437; GO:0034605; GO:0044257; GO:0051321; GO:0071472
Q06147	850964	GO:0000139; GO:0003951; GO:0005524; GO:0005794; GO:0006665; GO:0008481; GO:0009408; GO:0016020; GO:0017050; GO:0019722
Q04814	855294	
P10663	856295	GO:0003735; GO:0005763; GO:0032543
P55212	839	GO:0004197; GO:0005654; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0008234; GO:0030855; GO:0042802; GO:0042981; GO:0072734; GO:0097153; GO:0097194; GO:0097200
P53830	855430	GO:0000398; GO:0005684; GO:0005686; GO:0030620; GO:0034337; GO:1903241
A0A178VSR5	817506	GO:0003677; GO:0005634; GO:0006260; GO:0006275; GO:0030337
Q9ZW35	817506	GO:0003677; GO:0005634; GO:0006272; GO:0006275; GO:0006298; GO:0019985; GO:0030337; GO:0042276; GO:0043626
Q3E737	1466468	
P11978	851813	GO:0000784; GO:0001308; GO:0003690; GO:0005677; GO:0005724; GO:0006303; GO:0006348; GO:0030466; GO:0031453; GO:0031491; GO:0032947; GO:0034398; GO:0035389; GO:0097695; GO:0099114; GO:0099115
Q8N5R6	80125	
Q96SB4	6732	GO:0000245; GO:0000287; GO:0003723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005886; GO:0006468; GO:0007059; GO:0008380; GO:0010468; GO:0016032; GO:0016363; GO:0035092; GO:0035556; GO:0045070; GO:0045071; GO:0045087; GO:0048024; GO:0050684
P54854	851352	GO:0005351; GO:0005353; GO:0005355; GO:0005886; GO:0005887; GO:0008645; GO:0015578; GO:0015795; GO:0015797; GO:0055085; GO:1902341
P06844	852001	GO:0000124; GO:0001403; GO:0003677; GO:0003712; GO:0005634; GO:0005669; GO:0005829; GO:0006325; GO:0006357; GO:0006366; GO:0007124; GO:0016573; GO:0046695; GO:0046982
P40364	853379	GO:0005739; GO:0005758; GO:0019898; GO:0031966
P32480	854203	GO:0000070; GO:0000122; GO:0000417; GO:0000775; GO:0000790; GO:0003714; GO:0005634; GO:0005829; GO:0006336; GO:0006368; GO:0030702; GO:0031935
P23301	856677	GO:0003723; GO:0003743; GO:0003746; GO:0006452; GO:0043022; GO:0045901; GO:0045905; GO:0045948; GO:0048471; GO:1903272
P53056	852631	
O70481	22222	GO:0000151; GO:0000502; GO:0004842; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0032007; GO:0061630; GO:0070728; GO:0071233; GO:0071596
Q3E754	853305	GO:0000447; GO:0000461; GO:0002181; GO:0003735; GO:0022627
P46996	853276	GO:0016021; GO:0055085
P18238	852380	GO:0005471; GO:0005743; GO:0009061; GO:0015886; GO:0016021; GO:0042802; GO:0055085
P39518	856734	GO:0001676; GO:0004467; GO:0005524; GO:0005739; GO:0005777; GO:0006635; GO:0015910; GO:0015916; GO:0031956; GO:0031957; GO:0042760; GO:0102391
P29461	854383	GO:0000188; GO:0004725; GO:0005634; GO:0005737; GO:0035335; GO:0043937; GO:0051457
Q12272	854051	GO:0000215; GO:0005634; GO:0005737; GO:0006388
P25380	850309	GO:0005886; GO:0009277; GO:0030476; GO:0031225; GO:0031505
P16120	850420	GO:0004795; GO:0009088; GO:0016311; GO:0030170
Q03687	855022	GO:0005768; GO:0005802; GO:0005829; GO:0016021; GO:0042147; GO:0045332
P33757	852552	GO:0030435; GO:0051321
B4DGF8	79869	GO:0003723; GO:0005849
Q8N684	79869	GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005847; GO:0005849; GO:0006369; GO:0016020; GO:0031124; GO:0051262; GO:0051290; GO:0098789; GO:0110104; GO:1990120
Q13867	642	GO:0000209; GO:0004177; GO:0004180; GO:0004197; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008234; GO:0009636; GO:0042493; GO:0042802; GO:0043418; GO:0070062
P50109	854991	GO:0000932
A0A2R8Y6Q1	6905	
Q15813	6905	GO:0000226; GO:0005737; GO:0005874; GO:0006457; GO:0007023; GO:0007052; GO:0051087
P39015	850843	GO:0000723; GO:0003677; GO:0005634; GO:0005737; GO:0005844; GO:0006414; GO:0031929; GO:0042162; GO:0043022; GO:0043066; GO:0043558; GO:0045142; GO:0048471
Q12079	856138	GO:0016021
Q12392	851600	GO:0000943; GO:0003723; GO:0005737; GO:0032197
Q2V2P3	3799976	GO:0016021
Q07798	850655	GO:0005227; GO:0005886; GO:0016021; GO:0030437; GO:0030476
Q03770	851738	GO:0005886; GO:0015181; GO:0016021; GO:0043200
P34220	852225	GO:0004519; GO:0005737; GO:0006309; GO:0008296; GO:0016888; GO:0034599; GO:0046872
Q06217	850981	GO:0000387; GO:0000398; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0046540; GO:0071004; GO:0071013
P43538	850478	GO:0003676; GO:0004386; GO:0005524
P50089	853152	
P40471	854682	GO:0000140; GO:0004806; GO:0005783; GO:0005811; GO:0006654; GO:0019433; GO:0102566
P43562	850503	GO:0005351; GO:0005355; GO:0005887; GO:0008645; GO:0016020; GO:0022857; GO:0055085
P14284	855936	GO:0000166; GO:0003677; GO:0003887; GO:0005634; GO:0005739; GO:0006260; GO:0016035; GO:0042276; GO:0046872; GO:0051539; GO:0070987; GO:0090305
Q08649	854418	GO:0000123; GO:0000183; GO:0000790; GO:0001207; GO:0004402; GO:0005634; GO:0006281; GO:0006354; GO:0006357; GO:0010485; GO:0016239; GO:0016573; GO:0018394; GO:0032777; GO:0032968; GO:0034212; GO:0035267; GO:0042393; GO:0045892; GO:0045944; GO:0051726
Q96L91	57634	GO:0000812; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005654; GO:0016607; GO:0035267; GO:0043967; GO:0043968; GO:1990405
P50896	852116	GO:0000932; GO:0005739
P32368	853668	GO:0004438; GO:0005783; GO:0005797; GO:0030173; GO:0030176; GO:0035339; GO:0043812; GO:0043813; GO:0046856
P53834	855440	GO:0001671; GO:0005634; GO:0005737; GO:0006457; GO:0034605; GO:0051087
P09032	854434	GO:0003743; GO:0005851; GO:0006446; GO:0032045; GO:1903574
P40161	855515	GO:0000122; GO:0003690; GO:0005634; GO:0005694; GO:0006335; GO:0006336; GO:0006368; GO:0032196; GO:0042393; GO:0042802; GO:0070869
P40090	856890	GO:0000790; GO:0006302; GO:0007064; GO:0007076; GO:0032116; GO:0043515; GO:0043565; GO:0051301; GO:0070550; GO:0071169
P27616	851272	GO:0004639; GO:0005524; GO:0006164; GO:0006189
B4DER9	1452	GO:0004672; GO:0005524
P48729	1452	GO:0000777; GO:0000902; GO:0004672; GO:0004674; GO:0005524; GO:0005813; GO:0005829; GO:0005929; GO:0006468; GO:0007030; GO:0007049; GO:0007165; GO:0007166; GO:0016020; GO:0016055; GO:0016301; GO:0016607; GO:0018105; GO:0018107; GO:0030877; GO:0032436; GO:0036064; GO:0045104; GO:0051301; GO:0090090; GO:1904424; GO:1904885; GO:1904886; GO:1990904
Q6PJ06	1452	GO:0004674; GO:0005524
Q12398	854197	GO:0003677; GO:0003700; GO:0005634; GO:0007124; GO:0046983
P40328	856031	GO:0005524; GO:0005938; GO:0008568; GO:0016887; GO:0031122
Q9UH77	26249	GO:0003779; GO:0005198; GO:0005829; GO:0005856; GO:0006511; GO:0016567; GO:0031463; GO:0043687; GO:0050801; GO:0070294; GO:0070936; GO:0072156
Q12139	856133	GO:0003677; GO:0005634; GO:0005737; GO:0006351; GO:0008270
Q07651	851304	GO:0005886; GO:0005938; GO:0006897; GO:0016021; GO:0030437; GO:0030866; GO:0031505; GO:0032185; GO:0045121
P39726	851254	GO:0005739; GO:0005960; GO:0006546; GO:0006730; GO:0009249; GO:0019464; GO:0055114
P09620	852670	GO:0004185; GO:0005802; GO:0006915; GO:0016021; GO:0051603
Q02888	856005	GO:0016021; GO:0031304; GO:0033615; GO:1990524
P21592	855931	GO:0005739; GO:0006784; GO:0008495; GO:0016021; GO:0031966; GO:0045333; GO:0048034
O95376	10425	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0006511; GO:0007275; GO:0008270; GO:0016567; GO:0031624; GO:0032436; GO:0048588; GO:0061630; GO:0070534; GO:0070936; GO:0071425; GO:1903955
Q53ET9	10425	GO:0004842; GO:0046872
Q6IBL8	10425	GO:0004842; GO:0005654; GO:0006511; GO:0046872
Q3E766	1466501	
Q12230	856103	GO:0005886; GO:0006469; GO:0006897; GO:0008289; GO:0009408; GO:0032126; GO:0036286; GO:0070941
O15294	8473	GO:0000123; GO:0005547; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006110; GO:0006111; GO:0006357; GO:0006493; GO:0006915; GO:0007165; GO:0007584; GO:0008375; GO:0016032; GO:0016262; GO:0016485; GO:0016579; GO:0031397; GO:0031966; GO:0032435; GO:0032868; GO:0032922; GO:0032991; GO:0035020; GO:0042995; GO:0043981; GO:0043982; GO:0043984; GO:0045862; GO:0045944; GO:0046626; GO:0048015; GO:0061087; GO:0080182; GO:0097363; GO:0120162
Q02890	856009	GO:0000224; GO:0005634; GO:0005829; GO:0006515; GO:0006516; GO:0006517; GO:0046872; GO:0097466
Q3E793	851252	GO:0005759; GO:0044572; GO:0106035
P40530	854769	GO:0004672; GO:0004740; GO:0005524; GO:0005739; GO:0005759; GO:0006006; GO:0006468; GO:0015976; GO:0018105; GO:0034622
A0A1B0GW41	84289	GO:0003682; GO:0008285; GO:0016573; GO:0070776; GO:2001235
Q8WYH8	84289	GO:0005634; GO:0005654; GO:0006260; GO:0006473; GO:0008285; GO:0035064; GO:0043065; GO:0043966; GO:0045893; GO:0045926; GO:0046872; GO:0070776; GO:1901796
B7Z9U0	9337	GO:0003676; GO:0006351
Q9UFF9	9337	GO:0000175; GO:0000289; GO:0000932; GO:0003700; GO:0003723; GO:0004535; GO:0005622; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006977; GO:0008284; GO:0008285; GO:0017148; GO:0030014; GO:0030015; GO:0035195; GO:0043928; GO:0046872; GO:0061014
Q9D593	74915	GO:0001669; GO:0008553; GO:0015991; GO:0033178; GO:0046961
P23643	852106	GO:0000011; GO:0000329; GO:0005768; GO:0006623; GO:0007035; GO:0016192; GO:0033263; GO:0042144
Q12251	856121	GO:0005743; GO:0016021; GO:0046964; GO:1902557; GO:1902558; GO:1902559
A0A075B749	9659	GO:0005815
A0A087WVF8	9659	GO:0005815
A0A087WYE4	9659	GO:0005815
A0A0A0MRM1	9659	GO:0005815
Q5VU43	9659	GO:0005634; GO:0005737; GO:0005794; GO:0005813; GO:0019899; GO:0030016; GO:0030953; GO:0032947; GO:0034622; GO:0090063; GO:1903358
P24384	856732	GO:0000350; GO:0000390; GO:0003723; GO:0004004; GO:0005524; GO:0034459; GO:0071007; GO:0071013; GO:0071021
P46956	853325	GO:0005783; GO:0006457; GO:0006817; GO:0006888; GO:0010966; GO:0016021; GO:0051082
P40495	854714	GO:0000287; GO:0005739; GO:0009085; GO:0019878; GO:0047046; GO:0051287
P47125	853541	GO:0019441; GO:0020037; GO:0033754; GO:0034354; GO:0046872
Q12523	855829	GO:0005634; GO:0005737
P10964	854519	GO:0001054; GO:0003677; GO:0005730; GO:0005736; GO:0006360; GO:0008270; GO:0042254; GO:0042790; GO:1990841
P32874	855247	GO:0003989; GO:0004075; GO:0005524; GO:0005739; GO:0006633; GO:0046872; GO:2001295
P40037	856785	GO:0005634; GO:0005737; GO:0005758; GO:0005829; GO:0019239; GO:1901565
P40260	853019	GO:0005886; GO:0008519; GO:0015696; GO:0016021; GO:0019740
B4DKR0	6811	GO:0005484; GO:0005622; GO:0006886; GO:0016021; GO:0016192
Q13190	6811	GO:0000139; GO:0000149; GO:0005484; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006906; GO:0012505; GO:0012507; GO:0016021; GO:0031201; GO:0031982; GO:0033116; GO:0034498; GO:0042147; GO:0045296; GO:0045732; GO:0047485; GO:0048208; GO:0048278; GO:0048280; GO:0090166; GO:1903358
O43379	284403	GO:0000922; GO:0005634; GO:0005813; GO:0005814; GO:0005815; GO:0005829; GO:0007052; GO:0007099; GO:0021987; GO:0022008
A0A0A0MQS1	65263	GO:0004735; GO:0042802; GO:0055129
B4DGI7	65263	GO:0004735; GO:0006561
Q53H96	65263	GO:0004735; GO:0005829; GO:0008652; GO:0055129
Q02783	856045	GO:0005743; GO:0015095; GO:0015693; GO:0016021; GO:0045016
P33338	855478	GO:0000131; GO:0000147; GO:0005886; GO:0005934; GO:0006887; GO:0006897; GO:0007015; GO:0007121; GO:0016021; GO:0030276; GO:0030479; GO:0030674; GO:0031505; GO:0032051; GO:0035091; GO:0035615; GO:0043231; GO:0043325; GO:0048260; GO:0048268; GO:0051015; GO:0080025
A0A087X2I1	5706	GO:0005524; GO:0016234; GO:0022624; GO:0030163; GO:0031597; GO:0036402; GO:0090261
P62333	5706	GO:0000502; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008540; GO:0016020; GO:0016579; GO:0016887; GO:0022624; GO:0030433; GO:0030674; GO:0031597; GO:0036402; GO:0042802; GO:0043687; GO:0045899; GO:0070062
P53197	852881	GO:0005634; GO:0005680; GO:0005737; GO:0007049; GO:0010697; GO:0010997; GO:0030332; GO:0045842; GO:0051301; GO:1902426; GO:1903364; GO:1904668; GO:1905786; GO:1990757; GO:2000060
P39073	856065	GO:0000122; GO:0000435; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0008353; GO:0016592; GO:0031648; GO:0046872; GO:0051321; GO:0060258; GO:0070481; GO:0070816
P40561	854817	GO:0005737; GO:0008143; GO:0016071
P38208	852263	GO:0000172; GO:0000294; GO:0004526; GO:0005634; GO:0005655; GO:0005829; GO:0006364; GO:0006379; GO:0008033; GO:0034965
A4D2J9	816	GO:0004683; GO:0005516; GO:0005524
B7Z1Z6	816	GO:0004683; GO:0005524
Q13554	816	GO:0000165; GO:0003779; GO:0004674; GO:0004683; GO:0005088; GO:0005516; GO:0005524; GO:0005654; GO:0005737; GO:0005815; GO:0005829; GO:0005886; GO:0006468; GO:0007165; GO:0010976; GO:0014733; GO:0030054; GO:0030666; GO:0033017; GO:0042802; GO:0042803; GO:0043005; GO:0045202; GO:0046777; GO:0048169; GO:0051823; GO:0051924; GO:0060333; GO:0060998; GO:0061003; GO:0090129; GO:2001222
A8K503	7329	GO:0005524; GO:0019789
B0QYN7	7329	GO:0005524; GO:0005829; GO:0019789
P63279	7329	GO:0000122; GO:0000795; GO:0001650; GO:0003723; GO:0004842; GO:0005524; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005829; GO:0006464; GO:0006511; GO:0007049; GO:0007059; GO:0008022; GO:0008134; GO:0010469; GO:0016032; GO:0016605; GO:0016925; GO:0019789; GO:0019899; GO:0030425; GO:0033145; GO:0043123; GO:0043161; GO:0043398; GO:0043425; GO:0044388; GO:0045202; GO:0045892; GO:0051091; GO:0051301; GO:0061656; GO:0071535; GO:1903755; GO:1990234; GO:1990356
P00912	851570	GO:0000162; GO:0004640
P37296	855076	GO:0000139; GO:0000220; GO:0000329; GO:0005770; GO:0005794; GO:0007035; GO:0010008; GO:0015991; GO:0016021; GO:0016471; GO:0046961; GO:0051117
Q99271	850829	GO:0005886; GO:0006970; GO:0015079; GO:0015385; GO:0015491; GO:0016021; GO:0030004; GO:0030007; GO:0036376; GO:0045121; GO:0097623
P32804	852637	GO:0000006; GO:0005385; GO:0005886; GO:0005887; GO:0071577; GO:0071578
Q02606	856093	GO:0004861; GO:0005634; GO:0005737; GO:0045736
Q04110	852057	GO:0000795; GO:0005634; GO:0007131; GO:0070193; GO:0071555; GO:1990414
Q03944	851781	GO:0000321; GO:0005783; GO:0005789; GO:0005793; GO:0015031; GO:0016021; GO:0031929
Q12461	855951	GO:0000159; GO:0003755; GO:0005634; GO:0005737; GO:0006970; GO:0007052; GO:0008160; GO:0019888
P32943	853003	GO:0000079; GO:0000082; GO:0000086; GO:0000278; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0006279; GO:0006468; GO:0007088; GO:0008284; GO:0016538; GO:0019901; GO:0045740; GO:0045787; GO:0051301
Q12234	854391	GO:0000139; GO:0005794; GO:0005796; GO:0006888; GO:0051020
P40063	856841	GO:0005634; GO:0005737; GO:0010526; GO:0032196
P39932	852149	GO:0005351; GO:0005355; GO:0005886; GO:0005887; GO:0008645; GO:0015295; GO:0015793; GO:0055085
P10664	852319	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0022625
K7ES84	196483	
Q96G04	196483	GO:0005737; GO:0005829; GO:0006479; GO:0016279; GO:0018023; GO:0032991
A0A024R120	7024	GO:0000978; GO:0001077; GO:0005654; GO:0005829
Q12800	7024	GO:0000978; GO:0000981; GO:0000987; GO:0001077; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0008022; GO:0008134; GO:0032991; GO:0042789; GO:0043565
P32466	851946	GO:0005351; GO:0005353; GO:0005355; GO:0005886; GO:0005887; GO:0008645; GO:0015578; GO:0055085; GO:1904659
Q12691	851608	GO:0005524; GO:0005886; GO:0006814; GO:0008553; GO:0008554; GO:0015662; GO:0016021; GO:0055085
P53427	851183	GO:0005199; GO:0009277; GO:0016021; GO:0031505
P0CE00	853625	GO:0000017; GO:0000023; GO:0005351; GO:0005355; GO:0005363; GO:0005886; GO:0005887; GO:0008643; GO:0008645; GO:0015144; GO:0015151
P32618	856668	
P38616	855562	GO:0005576; GO:0070726
P52491	851015	GO:0005524; GO:0019788; GO:0045116
O14641	1856	GO:0001843; GO:0001934; GO:0003151; GO:0005109; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006366; GO:0007379; GO:0007507; GO:0016235; GO:0016328; GO:0016604; GO:0019901; GO:0019904; GO:0022007; GO:0030674; GO:0031410; GO:0034613; GO:0035329; GO:0035567; GO:0042802; GO:0043507; GO:0043547; GO:0043621; GO:0044340; GO:0045177; GO:0045334; GO:0045893; GO:0048365; GO:0051091; GO:0051259; GO:0060070; GO:0060071; GO:0061024; GO:0061098; GO:0090090; GO:0090103; GO:0090179; GO:0150012; GO:1904886
Q08965	855884	GO:0000462; GO:0000472; GO:0000480; GO:0003924; GO:0005524; GO:0005525; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0030686; GO:0031167; GO:0034511
O75012	851515	GO:0003735; GO:0005763; GO:0032543
P46683	855837	GO:0000056; GO:0005634; GO:0006970; GO:0032880; GO:0034599; GO:0042274; GO:0051082
A0A024R1Z1	997	GO:0005524; GO:0005829; GO:0016607; GO:0016740; GO:0043525; GO:0051301; GO:0070848; GO:0090261
P49427	997	GO:0000082; GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006270; GO:0006464; GO:0006511; GO:0016567; GO:0016607; GO:0035458; GO:0043161; GO:0043525; GO:0043951; GO:0061631; GO:0070848; GO:0070936; GO:0090261
A0A024R5T5	54778	GO:0005634; GO:0005829
Q6ZNA4	54778	GO:0000209; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0007389; GO:0016567; GO:0016605; GO:0030511; GO:0030579; GO:0031398; GO:0032184; GO:0032991; GO:0045893; GO:0045944; GO:0046332; GO:0046872; GO:0061630; GO:0070911
P28817	851606	GO:0003735; GO:0003860; GO:0005739; GO:0005763; GO:0006635; GO:0009083; GO:0032543
P25454	856831	GO:0000150; GO:0000228; GO:0000709; GO:0000722; GO:0000724; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0006310; GO:0006312; GO:0007131; GO:0008094; GO:0030491; GO:0042148; GO:0042802; GO:0070192; GO:1990426
P40106	856791	GO:0000121; GO:0005634; GO:0005737; GO:0006071; GO:0006114; GO:0006970; GO:0044262; GO:0046872
P53323	853178	GO:0000408; GO:0000722; GO:0000723; GO:0000781; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0006468; GO:0008033; GO:0016887; GO:0045944; GO:0070525
Q3E756	852251	GO:0005886
P53735	855775	GO:0005385; GO:0005783; GO:0005789; GO:0006829; GO:0016021
Q12133	850755	GO:0005787; GO:0006465; GO:0008233; GO:0016021; GO:0045047
Q3E7Z7	1466432	
P38768	856429	GO:0000492; GO:0005634; GO:0005732; GO:0005737; GO:0006364; GO:0006397; GO:0006457; GO:0008380; GO:0097255
A0A0S2Z5C2	54971	GO:0005654; GO:0016604
A0A0S2Z5G4	54971	
A0A0S2Z5M2	54971	GO:0005654; GO:0016604
B3KM38	54971	
B4DE54	54971	
Q8N9N5	54971	GO:0002039; GO:0003677; GO:0005654; GO:0006325; GO:0007049; GO:0007275; GO:0016604; GO:0034504; GO:0042177; GO:0042802; GO:0045893; GO:1901796
Q9NSS6	54971	GO:0016021
P27895	856648	GO:0000022; GO:0000070; GO:0000073; GO:0000235; GO:0000778; GO:0003777; GO:0005524; GO:0005634; GO:0005739; GO:0005828; GO:0005871; GO:0005874; GO:0005876; GO:0007018; GO:0007019; GO:0008017; GO:0008569; GO:0008574; GO:0016887; GO:0051301; GO:0090307
Q06116	856233	GO:0016021
P53109	852716	GO:0006811; GO:0006915; GO:0016021; GO:0016175; GO:0016722; GO:0032956; GO:0097038
Q03769	851731	GO:0005768; GO:0005829; GO:0006895; GO:0010008; GO:0015031; GO:0030125; GO:0030276; GO:0032511; GO:0034498; GO:0080025
P21595	852011	GO:0004497; GO:0005506; GO:0016491; GO:0016705; GO:0020037; GO:0030476
P53840	855448	GO:0000076; GO:0000228; GO:0000790; GO:0003677; GO:0005634; GO:0005829; GO:0006260; GO:0006281; GO:0007064; GO:0031298; GO:0043111; GO:0043570; GO:0043596; GO:0048478; GO:0051321
P00729	855343	GO:0000324; GO:0000328; GO:0004185; GO:0005576; GO:0007039; GO:0016236; GO:0031638; GO:0046938; GO:0051603
Q02863	856032	GO:0004197; GO:0004843; GO:0005741; GO:0006511; GO:0016579
P53045	852951	GO:0000254; GO:0005506; GO:0005789; GO:0005886; GO:0006696; GO:0016021; GO:0016126
Q03921	851719	GO:0000139; GO:0000902; GO:0005768; GO:0005802; GO:0005829; GO:0006895; GO:0007029; GO:0015031; GO:0042802
P53179	852837	GO:0001403; GO:0009898; GO:0016485; GO:0051321; GO:0070086
P39707	851267	GO:0000213; GO:0000214; GO:0000379; GO:0003676; GO:0005741; GO:0012505; GO:0016829
P06100	851389	GO:0000288; GO:0000289; GO:0000290; GO:0000749; GO:0005634; GO:0005737; GO:0006357; GO:0006368; GO:0016567; GO:0030015; GO:0031087; GO:0032968; GO:0051726
P52891	851441	GO:0000781; GO:0000973; GO:0005643; GO:0006302; GO:0006406; GO:0006606; GO:0017056; GO:0030466; GO:0031080; GO:0031081; GO:0031965; GO:0031990; GO:0034398; GO:0035392; GO:0042802; GO:0045893; GO:0045944
P0CW40	854635,853235	GO:0000023; GO:0004556; GO:0004574; GO:0004575; GO:0005737; GO:0009313; GO:0046352
P0CW41	854635,853235	GO:0000023; GO:0004556; GO:0004574; GO:0009313; GO:0046352
P32614	856664	GO:0000104; GO:0005829; GO:0016156; GO:0071454
P87287	851972	GO:0016021
P03962	856692	GO:0004590; GO:0005829; GO:0006207; GO:0006222; GO:0044205
Q3B7F0	641324	GO:0005634; GO:0006301; GO:0035370; GO:0061631; GO:0070534
P34078	853714	GO:0000056; GO:0005634; GO:0005737; GO:0006970; GO:0030688; GO:0031902; GO:0034448; GO:0034599; GO:0042274; GO:1904669
P14602	15507	GO:0000502; GO:0001932; GO:0005080; GO:0005622; GO:0005634; GO:0005737; GO:0005819; GO:0005886; GO:0006469; GO:0006986; GO:0008426; GO:0009615; GO:0010976; GO:0019901; GO:0030018; GO:0030424; GO:0030425; GO:0031430; GO:0031674; GO:0032731; GO:0035556; GO:0035924; GO:0038033; GO:0042535; GO:0042802; GO:0042803; GO:0043122; GO:0043130; GO:0043204; GO:0043292; GO:0043536; GO:0044183; GO:0045202; GO:0045766; GO:0061077; GO:0097512; GO:0098839; GO:0099641; GO:1902176; GO:1903202; GO:1904115; GO:2001028; GO:2001234
Q545F4	15507	GO:0005080; GO:0005634; GO:0005886; GO:0008426; GO:0009615; GO:0030018; GO:0032731; GO:0035556; GO:0038033; GO:0042535; GO:0042803; GO:0043122; GO:0043536; GO:0044183; GO:0045766; GO:0061077; GO:0099641; GO:1902176; GO:1904115
